DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price
"Đường 10, Phường 13, Quận 6, Tp Hồ Chí Minh",6,2,100.0,4.0,2.0,6,1,3,900000000.0,37500.0,10.532096211958502
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",8,1,37.0,1.0,1.0,4,2,3,1950000000.0,81250.0,11.305286100191983
"Đường Hà Huy Giáp, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",12,1,56.0,2.0,2.0,1,1,1,1000000000.0,41667.0,10.637464727584328
"DC6, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,2,66.0,2.0,1.0,1,1,2,1890000000.0,78750.0,11.27403355668788
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,2.0,1.0,1,2,4,1850000000.0,77083.0,11.252638042372888
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,64.0,2.0,2.0,1,1,1,1720000000.0,71667.0,11.179785669593665
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,1,1930000000.0,80417.0,11.294980875602253
"Dư án Làng Việt Kiều - Khu 13E, Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,83.0,2.0,2.0,1,3,2,20000000.0,833.0,6.725033642166843
"7A, Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,2,61.0,2.0,2.0,1,2,2,2900000000.0,120833.0,11.702164705984265
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,2,81.0,2.0,2.0,1,2,3,5050000000.0,210417.0,12.256846555060758
"Ql 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,56.0,2.0,2.0,6,1,1,1399000000.0,58292.0,10.973220141653588
"R4, Đường Trần Đại Nghĩa, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,40.75,2.0,1.0,1,3,2,730000000.0,30417.0,10.322756941620687
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,65.0,2.0,2.0,1,2,3,3250000000.0,135417.0,11.816114185493406
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,1,1780000000.0,74167.0,11.214074586292243
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",10,1,138.0,3.0,2.0,1,2,3,9500000000.0,395833.0,12.888747684117206
"Số 18, Số 18 Đường Nguyên Hồng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",20,2,79.0,2.0,2.0,1,3,1,3100000000.0,129167.0,11.76886141974926
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,97.0,2.0,2.0,1,1,1,3550000000.0,147917.0,11.90440658462224
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,105.0,3.0,2.0,1,2,2,4500000000.0,187500.0,12.141534124392605
"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",2,1,58.0,2.0,1.0,1,1,1,1450000000.0,60417.0,11.009025801274973
"Đường D1, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,78.0,3.0,2.0,6,2,2,4150000000.0,172917.0,12.06056698956792
"Đường Lương Định Của, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,56.0,2.0,1.0,1,2,1,3700000000.0,154167.0,11.945791709426333
"265-197, 265-197 Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,65.0,2.0,2.0,1,2,3,3500000000.0,145833.0,11.8902174103948
"127 Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,68.0,2.0,2.0,1,2,1,2400000000.0,100000.0,11.512925464970229
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,1,1730000000.0,72083.0,11.185573511837868
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh",5,1,160.0,2.0,2.0,1,1,2,12400000000.0,516667.0,13.1551538453884
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,83.6,3.0,2.0,1,2,3,3800000000.0,158333.0,11.972455689083295
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"195, 195 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",8,1,70.0,2.0,2.0,1,2,1,2045000000.0,85208.0,11.352850605123002
"The EverRich I, Phường 15, Quận 11, Tp Hồ Chí Minh",11,1,115.0,2.0,2.0,1,1,1,5200000000.0,216667.0,12.286116891664063
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,32.0,1.0,1.0,4,2,1,1700000000.0,70833.0,11.168080272785073
"115, Tân Cảng, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,65.0,2.0,1.0,1,1,2,2550000000.0,106250.0,11.573550086786664
"Số 685, Số 685 Đường Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",19,1,106.0,3.0,2.0,1,2,2,3000000000.0,125000.0,11.736069016284436
"Nguyễn Văn Linh giao-Tân Túc, Đường Nguyễn Văn Linh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,59.0,2.0,2.0,1,1,3,2183000000.0,90958.0,11.41815314049579
"Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,1,56.0,2.0,2.0,1,1,3,289000000.0,12042.0,9.396155818024392
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,54.0,2.0,1.0,1,1,1,2450000000.0,102083.0,11.53354148686151
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Tô Ngọc Vân, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,75.0,2.0,2.0,1,1,2,28000000.0,1167.0,7.062191632286556
"số 35, số 35 Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,124.0,3.0,2.0,1,2,2,2350000000.0,97917.0,11.49187546002192
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,65.0,2.0,2.0,1,2,1,2600000000.0,108333.0,11.592965095715954
"Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,118.0,3.0,2.0,1,1,3,5600000000.0,233333.0,12.360221896784983
"THIÊN PHUOC F9 Q Tan binh, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,35.0,4.0,3.0,6,1,1,6000000000.0,250000.0,12.429216196844385
"184 Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh",6,2,119.0,3.0,3.0,1,1,1,3223000000.0,134292.0,11.807771812606028
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,49.0,1.0,1.0,1,2,1,1930000000.0,80417.0,11.294980875602253
"Số 132, Số 132 Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",4,1,33.0,1.0,1.0,1,2,3,2500000000.0,104167.0,11.553750659485363
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,97.0,2.0,2.0,1,1,1,3550000000.0,147917.0,11.90440658462224
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,2,36.0,2.0,1.0,1,1,3,800000000.0,33333.0,10.41430317625212
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,73.0,2.0,2.0,1,2,3,2391000000.0,99625.0,11.509168416092516
"Đường Xa Lộ Hà Nội, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh",9,2,57.0,2.0,2.0,1,2,1,1450000000.0,60417.0,11.009025801274973
"Đường Phan Văn Trị, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,104.0,3.0,2.0,1,2,1,4800000000.0,200000.0,12.206072645530174
"Đường Lý Thường Kiệt, Phường 7, Quận 10, Tp Hồ Chí Minh",10,2,68.0,2.0,2.0,1,1,1,2100000000.0,87500.0,11.379394072345706
"36, 36 Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,62.0,2.0,1.0,1,1,1,2200000000.0,91667.0,11.425917724337625
"537, 537 Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh",2,1,101.0,3.0,2.0,1,1,2,4150000000.0,172917.0,12.06056698956792
"Đường Số 11, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,122.3,2.0,2.0,1,2,4,5100000000.0,212500.0,12.266697267346608
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,44.0,1.0,1.0,1,2,2,1300000000.0,54167.0,10.899827145911038
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Lô A1, Lô A1 Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,77.0,2.0,2.0,1,2,2,3250000000.0,135417.0,11.816114185493406
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,56.0,1.0,1.0,1,1,3,2830000000.0,117917.0,11.677736266122604
"S1.05, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,33.0,1.0,1.0,1,2,1,1300000000.0,54167.0,10.899827145911038
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,72.0,2.0,2.0,1,2,3,1100000000.0,45833.0,10.732759634666934
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,59.0,2.0,1.0,1,2,1,1960000000.0,81667.0,11.310405282483078
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,73.0,2.0,2.0,1,2,1,2100000000.0,87500.0,11.379394072345706
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",2,1,64.0,2.0,2.0,1,1,3,3750000000.0,156250.0,11.959212567598648
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,56.18,2.0,1.0,1,2,2,1950000000.0,81250.0,11.305286100191983
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,2,34.0,1.0,1.0,3,3,3,885000000.0,36875.0,10.51528909364212
"Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",10,1,80.0,2.0,2.0,1,1,2,3400000000.0,141667.0,11.861234512176852
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,2,55.0,1.0,1.0,1,3,1,1700000000.0,70833.0,11.168080272785073
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",6,2,50.0,2.0,1.0,1,2,2,1780000000.0,74167.0,11.214074586292243
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,82.0,2.0,2.0,1,2,2,4570000000.0,190417.0,12.156971683067956
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,2,30.0,1.0,1.0,6,1,3,800000000.0,33333.0,10.41430317625212
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,2,45.0,2.0,1.0,6,3,3,820000000.0,34167.0,10.43901554494246
"27, 27 Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,70.0,2.0,2.0,1,1,2,2500000000.0,104167.0,11.553750659485363
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,2,65.0,2.0,2.0,1,2,2,1800000000.0,75000.0,11.225243392518449
"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,69.0,2.0,2.0,1,2,2,4070000000.0,169583.0,12.041097761466936
"290, 290 Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",5,1,35.0,1.0,1.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",7,1,65.0,2.0,2.0,1,2,1,2920000000.0,121667.0,11.709043083618791
"Đường Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,59.0,2.0,2.0,1,1,3,2150000000.0,89583.0,11.402920848818743
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",12,2,49.0,1.0,1.0,1,3,1,1500000000.0,62500.0,11.042921835724492
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,49.0,1.0,1.0,1,2,3,2200000000.0,91667.0,11.425917724337625
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,2,56.0,2.0,1.0,1,3,2,2279000000.0,94958.0,11.461189967562174
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",2,1,75.0,2.0,2.0,1,1,3,3800000000.0,158333.0,11.972455689083295
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,56.0,2.0,1.0,1,1,2,2150000000.0,89583.0,11.402920848818743
"334, 334 Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",10,1,78.0,2.0,2.0,1,2,3,5350000000.0,222917.0,12.314554783850229
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,69.59,2.0,2.0,1,2,3,3779275000.0,157470.0,11.966990242914456
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Thạnh Xuân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",12,2,57.0,2.0,1.0,1,2,2,2250000000.0,93750.0,11.448386943832658
"C20.06, Đường Lý Thường Kiệt, Phường 7, Quận 11, Tp Hồ Chí Minh",11,1,45.0,1.0,1.0,1,3,4,2050000000.0,85417.0,11.355300423198056
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,142.0,3.0,3.0,1,1,2,7000000000.0,291667.0,12.583368019528132
"Đường Trường Chinh, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,2,65.0,2.0,2.0,1,2,1,1250000000.0,52083.0,10.860593878910056
"Đường Nguyễn Trãi, Phường 8, Quận 5, Tp Hồ Chí Minh",5,1,101.0,3.0,4.0,1,1,2,4300000000.0,179167.0,12.09607361077923
"Số 31, Số 31 Số 86 Nguyên Hồng, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh., Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,85.0,2.0,2.0,1,1,2,3700000000.0,154167.0,11.945791709426333
"Đường Phú Thuận, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",7,1,73.5,2.0,2.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Ba Tơ, phường 7, quận 8, TP.HCM., Phường 7, Quận 8, Tp Hồ Chí Minh",8,1,86.0,2.0,2.0,1,1,1,1400000000.0,58333.0,10.9739232499355
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",7,1,95.0,3.0,2.0,1,2,3,5300000000.0,220833.0,12.305162038739304
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Đường Số 62, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh",2,1,105.0,3.0,3.0,1,1,2,3200000000.0,133333.0,11.800605037418883
"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,74.0,2.0,2.0,1,2,3,4100000000.0,170833.0,12.048441750105177
"Centana Thủ Thiêm, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,44.0,1.0,1.0,1,3,2,1950000000.0,81250.0,11.305286100191983
"Đường Lương Định Của, Phường Bình Khánh, Quận 2, Tp Hồ Chí Minh",2,1,75.0,2.0,2.0,1,2,2,4200000000.0,175000.0,12.072541252905651
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",22,2,31.0,1.0,1.0,6,1,3,290000000.0,12083.0,9.399554785027307
"đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",1,1,50.0,1.0,1.0,1,2,3,4500000000.0,187500.0,12.141534124392605
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,109.0,3.0,2.0,1,2,3,4700000000.0,195833.0,12.185017534203231
"408 Chung Cư bàu cát 7, Đường Bàu Cát 7, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",17,1,30.0,1.0,1.0,1,1,1,1270000000.0,52917.0,10.876479927279586
"số 8, số 8 Đường Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,120.0,2.0,3.0,1,2,3,7640000000.0,318333.0,12.670853283673791
"số 8, số 8 Đường Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,85.0,3.0,2.0,1,2,3,5600000000.0,233333.0,12.360221896784983
"Đường 18, Đường 18 Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,99.0,3.0,2.0,1,1,4,2800000000.0,116667.0,11.667079001936262
"Đường Lương Định Của, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,56.0,1.0,1.0,1,2,2,3600000000.0,150000.0,11.918390573078392
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,71.0,2.0,1.0,1,1,2,2450000000.0,102083.0,11.53354148686151
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,1,3099000000.0,129125.0,11.76853620642194
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",22,2,32.0,1.0,1.0,6,1,2,275000000.0,11458.0,9.346443454968522
"18, 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,75.0,2.0,2.0,1,1,2,3500000000.0,145833.0,11.8902174103948
"Số 9, Số 9 Đường Nguyễn Khoái, Phường 1, Quận 4, Tp Hồ Chí Minh",4,1,45.0,1.0,1.0,1,1,2,2700000000.0,112500.0,11.630708500626612
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,85.0,3.0,2.0,1,3,1,4900000000.0,204167.0,12.226693565384638
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,50.0,2.0,1.0,1,2,1,2250000000.0,93750.0,11.448386943832658
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,100.0,3.0,2.0,1,2,4,3600000000.0,150000.0,11.918390573078392
"Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Tp Hồ Chí Minh",2,1,50.0,1.0,1.0,1,2,1,3500000000.0,145833.0,11.8902174103948
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,71.0,2.0,2.0,1,2,1,3300000000.0,137500.0,11.831379196088765
"Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,75.0,2.0,2.0,1,1,2,2999999000.0,125000.0,11.736069016284436
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,83.0,3.0,2.0,1,2,2,3400000000.0,141667.0,11.861234512176852
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,50.0,1.0,1.0,1,2,1,3600000000.0,150000.0,11.918390573078392
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,66.0,2.0,2.0,1,2,1,2290000000.0,95417.0,11.466012038626156
"Đường C8, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,45.0,1.0,1.0,1,1,2,1390000000.0,57917.0,10.96676623013805
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,88.0,3.0,2.0,1,1,2,3050000000.0,127083.0,11.75259569528139
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,83.6,3.0,2.0,1,2,3,3800000000.0,158333.0,11.972455689083295
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,72.0,2.0,2.0,1,1,2,2900000000.0,120833.0,11.702164705984265
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,104.0,3.0,2.0,1,2,1,4500000000.0,187500.0,12.141534124392605
"Đường Số 7, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",7,1,55.0,1.0,1.0,1,1,2,1720000000.0,71667.0,11.179785669593665
"số 8, số 8 Đường Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,35.0,1.0,1.0,1,2,2,1990000000.0,82917.0,11.325595386445151
"đường Mai Chí Thọ, phường An Phú, Quận 2, thành phố Hồ Chí Minh, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,85.0,2.0,2.0,1,3,1,5320000000.0,221667.0,12.30893153472815
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",8,1,32.0,1.0,1.0,1,1,1,1450000000.0,60417.0,11.009025801274973
